Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Term Source REF	Term Accession Number	Characteristics[genotype]	Characteristics[developmental stage]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[organism part]	Term Source REF	Term Accession Number	Description	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Characteristics[age]	Unit[time unit]	Characteristics[initial time point]	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Comment[RIBOSOMAL_RNA_TREATMENTS]	Extract Name	Comment[library_name]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[DATE_FIRST_PUBLIC]	Comment[INSTRUMENT_MODEL]	Comment[ENA_EXPERIMENT]	Comment[DATE_FIRST_PUBLIC]	Comment[technical replicate group]	Factor Value[developmental stage]	Factor Value[sex]	Term Source REF	Term Accession Number	Factor Value[organism part]	Term Source REF	Term Accession Number	Scan Name	Comment[ENA_RUN]	Comment[LINK_TO_PROTOCOLS]	Comment[Center]	Comment[FASTQ_URI]
SRS002999	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	MT10430	http://www.ebi.ac.uk/efo/	EFO_0005493	lin-35(n745) I.	L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	For the lin-35(n745) L1s, we grow the strain at 20 deg until majority of animals are gravid.  2) We bleach the worms to collect embryos, then place the embryos in S-basal buffer and incubate at 20 deg overnight to hatch into L1s.  3) We then put the hatched ~7K L1s on each of 5-6 seeded NGM plates at 20 deg, grow ~3 days until gravid again 4) We then bleach the worms for embryos, put the embryos in S-basal and incubate at 20 deg overnight to hatch into starved L1s. 5) We then place all L1s onto one large seeded plate for 4 hours at 25 deg.  6) We then wash off all worms from food and let them digest their ingested food for one hour in S basal 7) We spin down, monitor pellet size, and then add four volumes of Trizol, perform three rounds of freeze/thaw, and submit for RNA isolation. Run 30KCMAAXX = 150-250 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 30k3FAAXX = 250-350 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 311T6AAXX, 311U1AAXX = 250-350 bp size selection, 1.5% agarose gel, GAPipeline-1.3 Quality values = solexa/illumina  (not converted to phred)	Caenorhabditis elegans lin-35 L1 RNA sample 1	SRS002999				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS002999 extract_SINGLE	L1LIN35_ce1002_rw1002	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004869	sequencing assay	5	26/02/2010	Illumina Genome Analyzer II	SRX004869			L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016688	SRR016688		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016688/SRR016688.fastq.gz
SRS002999	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	MT10430	http://www.ebi.ac.uk/efo/	EFO_0005493	lin-35(n745) I.	L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	For the lin-35(n745) L1s, we grow the strain at 20 deg until majority of animals are gravid.  2) We bleach the worms to collect embryos, then place the embryos in S-basal buffer and incubate at 20 deg overnight to hatch into L1s.  3) We then put the hatched ~7K L1s on each of 5-6 seeded NGM plates at 20 deg, grow ~3 days until gravid again 4) We then bleach the worms for embryos, put the embryos in S-basal and incubate at 20 deg overnight to hatch into starved L1s. 5) We then place all L1s onto one large seeded plate for 4 hours at 25 deg.  6) We then wash off all worms from food and let them digest their ingested food for one hour in S basal 7) We spin down, monitor pellet size, and then add four volumes of Trizol, perform three rounds of freeze/thaw, and submit for RNA isolation. Run 30KCMAAXX = 150-250 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 30k3FAAXX = 250-350 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 311T6AAXX, 311U1AAXX = 250-350 bp size selection, 1.5% agarose gel, GAPipeline-1.3 Quality values = solexa/illumina  (not converted to phred)	Caenorhabditis elegans lin-35 L1 RNA sample 1	SRS002999				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS002999 extract_SINGLE	L1LIN35_ce1002_rw1002	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004869	sequencing assay	5	26/02/2010	Illumina Genome Analyzer II	SRX004869			L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016689	SRR016689		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016689/SRR016689.fastq.gz
SRS002999	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	MT10430	http://www.ebi.ac.uk/efo/	EFO_0005493	lin-35(n745) I.	L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	For the lin-35(n745) L1s, we grow the strain at 20 deg until majority of animals are gravid.  2) We bleach the worms to collect embryos, then place the embryos in S-basal buffer and incubate at 20 deg overnight to hatch into L1s.  3) We then put the hatched ~7K L1s on each of 5-6 seeded NGM plates at 20 deg, grow ~3 days until gravid again 4) We then bleach the worms for embryos, put the embryos in S-basal and incubate at 20 deg overnight to hatch into starved L1s. 5) We then place all L1s onto one large seeded plate for 4 hours at 25 deg.  6) We then wash off all worms from food and let them digest their ingested food for one hour in S basal 7) We spin down, monitor pellet size, and then add four volumes of Trizol, perform three rounds of freeze/thaw, and submit for RNA isolation. Run 30KCMAAXX = 150-250 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 30k3FAAXX = 250-350 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 311T6AAXX, 311U1AAXX = 250-350 bp size selection, 1.5% agarose gel, GAPipeline-1.3 Quality values = solexa/illumina  (not converted to phred)	Caenorhabditis elegans lin-35 L1 RNA sample 1	SRS002999				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS002999 extract_SINGLE	L1LIN35_ce1002_rw1002	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004869	sequencing assay	5	26/02/2010	Illumina Genome Analyzer II	SRX004869			L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016690	SRR016690		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016690/SRR016690.fastq.gz
SRS002999	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	MT10430	http://www.ebi.ac.uk/efo/	EFO_0005493	lin-35(n745) I.	L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	For the lin-35(n745) L1s, we grow the strain at 20 deg until majority of animals are gravid.  2) We bleach the worms to collect embryos, then place the embryos in S-basal buffer and incubate at 20 deg overnight to hatch into L1s.  3) We then put the hatched ~7K L1s on each of 5-6 seeded NGM plates at 20 deg, grow ~3 days until gravid again 4) We then bleach the worms for embryos, put the embryos in S-basal and incubate at 20 deg overnight to hatch into starved L1s. 5) We then place all L1s onto one large seeded plate for 4 hours at 25 deg.  6) We then wash off all worms from food and let them digest their ingested food for one hour in S basal 7) We spin down, monitor pellet size, and then add four volumes of Trizol, perform three rounds of freeze/thaw, and submit for RNA isolation. Run 30KCMAAXX = 150-250 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 30k3FAAXX = 250-350 bp size selection, 1% agarose gel, GAPipeline-1.0 Run 311T6AAXX, 311U1AAXX = 250-350 bp size selection, 1.5% agarose gel, GAPipeline-1.3 Quality values = solexa/illumina  (not converted to phred)	Caenorhabditis elegans lin-35 L1 RNA sample 1	SRS002999				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS002999 extract_SINGLE	L1LIN35_ce1002_rw1002	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004869	sequencing assay	5	26/02/2010	Illumina Genome Analyzer II	SRX004869			L1 larva Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016691	SRR016691		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016691/SRR016691.fastq.gz
SRS003000	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	CB4689			him-8(e1489)IV.	L4 larva Ce	male	http://www.ebi.ac.uk/efo/	EFO_0001266	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	For the males we 1) grow dpy-28(y1);him-8(e1489) strain at 15 deg until majority of animals are gravid.  2) We bleach the worms to collect embryos, and then place the embryos in S-basal buffer an d incubate at 25 deg over night to hatch the L1s.  3) We then put the hatched L1s on a seeded NGM plate at 25 deg for 30 hours.  At 30 hours, the resulting worms are in the L4 stage, and all are males because the hermpahrodites die due to a failure to initiate dosage compensation, as confirmed by examination under the dissecting microscope.  4) At this time, the worms are harvested, placed into Trizol, and then subjected to three rounds of freeze/thaw, before being submitted for RNA isolation. Quality values are still in solexa/illumina format and have not been converted to phred values.	Caenorhabditis elegans L4 male RNA sample 1	SRS003000				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003000 extract_SINGLE	L4_ce1001_rw1001	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004868	sequencing assay	6	26/02/2010	Illumina Genome Analyzer II	SRX004868			L4 larva Ce	male	http://www.ebi.ac.uk/efo/	EFO_0001266	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016684	SRR016684		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016684/SRR016684.fastq.gz
SRS003000	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	CB4689			him-8(e1489)IV.	L4 larva Ce	male	http://www.ebi.ac.uk/efo/	EFO_0001266	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	For the males we 1) grow dpy-28(y1);him-8(e1489) strain at 15 deg until majority of animals are gravid.  2) We bleach the worms to collect embryos, and then place the embryos in S-basal buffer an d incubate at 25 deg over night to hatch the L1s.  3) We then put the hatched L1s on a seeded NGM plate at 25 deg for 30 hours.  At 30 hours, the resulting worms are in the L4 stage, and all are males because the hermpahrodites die due to a failure to initiate dosage compensation, as confirmed by examination under the dissecting microscope.  4) At this time, the worms are harvested, placed into Trizol, and then subjected to three rounds of freeze/thaw, before being submitted for RNA isolation. Quality values are still in solexa/illumina format and have not been converted to phred values.	Caenorhabditis elegans L4 male RNA sample 1	SRS003000				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003000 extract_SINGLE	L4_ce1001_rw1001	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004868	sequencing assay	6	26/02/2010	Illumina Genome Analyzer II	SRX004868			L4 larva Ce	male	http://www.ebi.ac.uk/efo/	EFO_0001266	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016685	SRR016685		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016685/SRR016685.fastq.gz
SRS003000	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	CB4689			him-8(e1489)IV.	L4 larva Ce	male	http://www.ebi.ac.uk/efo/	EFO_0001266	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	For the males we 1) grow dpy-28(y1);him-8(e1489) strain at 15 deg until majority of animals are gravid.  2) We bleach the worms to collect embryos, and then place the embryos in S-basal buffer an d incubate at 25 deg over night to hatch the L1s.  3) We then put the hatched L1s on a seeded NGM plate at 25 deg for 30 hours.  At 30 hours, the resulting worms are in the L4 stage, and all are males because the hermpahrodites die due to a failure to initiate dosage compensation, as confirmed by examination under the dissecting microscope.  4) At this time, the worms are harvested, placed into Trizol, and then subjected to three rounds of freeze/thaw, before being submitted for RNA isolation. Quality values are still in solexa/illumina format and have not been converted to phred values.	Caenorhabditis elegans L4 male RNA sample 1	SRS003000				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003000 extract_SINGLE	L4_ce1001_rw1001	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004868	sequencing assay	6	26/02/2010	Illumina Genome Analyzer II	SRX004868			L4 larva Ce	male	http://www.ebi.ac.uk/efo/	EFO_0001266	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016686	SRR016686		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016686/SRR016686.fastq.gz
SRS003001	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. Quality values are phred quality values for runs 20EULAAXX and 20EU1AAXX.	Caenorhabditis elegans early embryo RNA sample 1	SRS003001				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003001 extract_SINGLE	EE_ce0128_rw005	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004863	sequencing assay	7	26/02/2010	Illumina Genome Analyzer II	SRX004863			proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016669	SRR016669		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016669/SRR016669.fastq.gz
SRS003001	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. Quality values are phred quality values for runs 20EULAAXX and 20EU1AAXX.	Caenorhabditis elegans early embryo RNA sample 1	SRS003001				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003001 extract_SINGLE	EE_ce0128_rw005	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004863	sequencing assay	7	26/02/2010	Illumina Genome Analyzer II	SRX004863			proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016670	SRR016670		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016670/SRR016670.fastq.gz
SRS003002	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. Quality values are Illumina/Solexa quality values (have not been converted to phred) for runs 30KECAAXX, 30DH0AAXX, 30K65AAXX, and 30DEBAAXX).	Caenorhabditis elegans early embryo RNA sample 2	SRS003002				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003002 extract_SINGLE	EE_ce1003_rw005	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004864	sequencing assay	8	26/02/2010	Illumina Genome Analyzer II	SRX004864			proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016671	SRR016671		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016671/SRR016671.fastq.gz
SRS003002	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. Quality values are Illumina/Solexa quality values (have not been converted to phred) for runs 30KECAAXX, 30DH0AAXX, 30K65AAXX, and 30DEBAAXX).	Caenorhabditis elegans early embryo RNA sample 2	SRS003002				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003002 extract_SINGLE	EE_ce1003_rw005	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004864	sequencing assay	8	26/02/2010	Illumina Genome Analyzer II	SRX004864			proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016672	SRR016672		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016672/SRR016672.fastq.gz
SRS003002	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. Quality values are Illumina/Solexa quality values (have not been converted to phred) for runs 30KECAAXX, 30DH0AAXX, 30K65AAXX, and 30DEBAAXX).	Caenorhabditis elegans early embryo RNA sample 2	SRS003002				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003002 extract_SINGLE	EE_ce1003_rw005	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004864	sequencing assay	8	26/02/2010	Illumina Genome Analyzer II	SRX004864			proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016673	SRR016673		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016673/SRR016673.fastq.gz
SRS003002	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. Quality values are Illumina/Solexa quality values (have not been converted to phred) for runs 30KECAAXX, 30DH0AAXX, 30K65AAXX, and 30DEBAAXX).	Caenorhabditis elegans early embryo RNA sample 2	SRS003002				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003002 extract_SINGLE	EE_ce1003_rw005	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004864	sequencing assay	8	26/02/2010	Illumina Genome Analyzer II	SRX004864			proliferating embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016682	SRR016682		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016682/SRR016682.fastq.gz
SRS003003	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	fully-elongated embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. (6) the second ~200ul of embryos was placed into 50ml of S-Basal and incubated at 20C with shaking for about 4.5 hours. After the 4.5 hours, 10ul were checked under the Nomarski optics and the presence of mostly comma-stage embryos and only ~1 hatched L1 animal was confirmed. This sample was then treated to 3 rounds of freeze/thaw and submitted for RNA isolation; this sample is the late embryo sample. Quality values are phred quality values for runs 20EULAAXX and 20EURAAXX.	Caenorhabditis elegans late embryo RNA sample 1	SRS003003				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003003 extract_SINGLE	LE_ce0129_rw006	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004865	sequencing assay	9	26/02/2010	Illumina Genome Analyzer II	SRX004865			fully-elongated embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016674	SRR016674		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016674/SRR016674.fastq.gz
SRS003003	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	fully-elongated embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample. (6) the second ~200ul of embryos was placed into 50ml of S-Basal and incubated at 20C with shaking for about 4.5 hours. After the 4.5 hours, 10ul were checked under the Nomarski optics and the presence of mostly comma-stage embryos and only ~1 hatched L1 animal was confirmed. This sample was then treated to 3 rounds of freeze/thaw and submitted for RNA isolation; this sample is the late embryo sample. Quality values are phred quality values for runs 20EULAAXX and 20EURAAXX.	Caenorhabditis elegans late embryo RNA sample 1	SRS003003				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003003 extract_SINGLE	LE_ce0129_rw006	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004865	sequencing assay	9	26/02/2010	Illumina Genome Analyzer II	SRX004865			fully-elongated embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016675	SRR016675		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016675/SRR016675.fastq.gz
SRS003004	Caenorhabditis elegans	http://purl.obolibrary.org/obo/	NCBITaxon_6239	N2			wild type genotype	fully-elongated embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	(1) embryos were allowed to hatch out and arrest as L1s in S-Basal overnight; (2) the next morning, 10,000 L1s were plated onto 5 large, seeded plates each (50,000 worms total); (3) 3 days later, when worms were gravid adults, they were bleached again to obtain embryos; (4) the embryo sample was divided in half (obtained an average of about 400ul of packed embryos total, those were split up into two 200ul samples of embryos); (5) one ~200ul sample was treated immediately to 3 rounds of freeze/thaw in liquid nitrogen/37C water bath and submitted to RNA isolation protocols; this sample was the early embryo sample.  (6) the second ~200ul of embryos was placed into 50ml of S-Basal and incubated at 20C with shaking for about 4.5 hours. After the 4.5 hours, 10ul were checked under the Nomarski optics and the presence of mostly comma-stage embryos and only ~1 hatched L1 animal was confirmed. This sample was then treated to 3 rounds of freeze/thaw and submitted for RNA isolation; this sample is the late embryo sample.  Quality values are Illumina/Solexa quality values.	Caenorhabditis elegans late embryo RNA sample 2	SRS003004				P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468		SRS003004 extract_SINGLE	EE_ce0129_rw006	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40470	UWGS-RW	SRX004866	sequencing assay	10	26/02/2010	Illumina Genome Analyzer II	SRX004866			fully-elongated embryo Ce	hermaphrodite	http://www.ebi.ac.uk/efo/	EFO_0001267	organism	http://www.ebi.ac.uk/efo/	EFO_0002906	SRR016676	SRR016676		UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR016/SRR016676/SRR016676.fastq.gz
